IndicatorCode,IndicatorName,Language
AMRGLASS_SURVL05,Total number of surveillance sites reporting to GLASS,EN
AIR_72,Ambient air pollution attributable deaths in children under 15 years,EN
E17b_csr_promo_self,Ban on tobacco companies/the tobacco industry publicizing their CSR activities,EN
P_comprehensive_subnat,Subnational smoking bans - at least one jurisdiction has a comprehensive ban in place,EN
FINPROTECTION_IMP_PG_RELPL_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of a relative poverty line (60% of median daily per capita consumption or income) (%)",EN
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6–59 months (%),EN
NCD_CCS_PA_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of physical inactivity,EN
NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude",EN
NCD_CCS_TransFat,Existence of national policies on trans-fatty acid elimination,EN
E17c_csr_promo_others,Ban on entities other than tobacco companies/the tobacco industry publicizing the CSR activities of the tobacco companies/industry,EN
R_Price_lowest_cost_usd,Cheapest brand of cigarettes - price in US$ at official exchange rates,EN
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",EN
ASSISTIVETECH_Q02,Coverage of people in need of assistive technology by legislation,EN
E_compl_e15,Compliance with ban on sponsorship (contributions and/or publicity of contributions) (score),EN
E_compl_e1,Compliance with ban on advertising on national television and radio (score),EN
O_Cytisine_ins,Cytisine - cost covered,EN
ICD11_IMPL_LVL,ICD-11 implementation progress level,EN
RADON_Q503_1,Reference level for workplaces (Bq/m3),EN
P_compl_p8,Compliance with smoke-free public transport law (score),EN
HWF_0026,Nursing personnel (%),EN
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",EN
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,EN
NCD_CCS_ALC_SVY,"Has conducted a recent, national adult risk factor survey covering harmful alcohol use",EN
E_comprehensive_subnat,"Subnational bans on advertising, promotion and sponsorship - at least one jurisdiction has a comprehensive ban in place",EN
MH_26,Year the law was enacted (latest revision),EN
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),EN
R_Price_mp_estimate_usd,Most sold brand of cigarettes - price in US$ at official exchange rates,EN
FINPROTECTION_IMP_P190_LEVEL_MILLION,Total population pushed  further below the $1.90 a day poverty line by household health expenditures (millions),EN
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),EN
NCD_CCS_DIET_AWARE,Implementation of a nutrition public awareness program,EN
R_admin_tax_stamps_cig,"Tax stamps, fiscal marks, banderole or other types of marking are applied on cigarettes",EN
NCD_CCS_TOB_TARGET,Existence of a national target on tobacco,EN
FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)",EN
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",EN
E_compl_e13,Compliance with ban on appearance of tobacco brands in TV and/or films (score),EN
NCD_CCS_LIS_AML_COMBO,General availability of Fixed dose combination avail (lisinopril + amlodipine) in the public health sector,EN
MALARIA_1STLINE_TREATED,Number of malaria cases treated with any first  line tx courses (including artemisinin-based combination therapies (ACTs)),EN
HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,Mean hemoglobin level of women of reproductive age (aged 15-49 years),EN
NCD_CCS_DIAB_SVY,"Has conducted a recent, national adult risk factor survey covering raised blood glucose/diabetes",EN
NCD_CCS_PA_POL_AGEING,Existence of policy promoting physical activity: active ageing,EN
CM_04,Number of deaths among children ages 5 to 9 years,EN
Adult_nonsmoked_svy_title,Name of latest adult prevalence survey (nonsmoked),EN
NCD_CCS_PA_TAX,Existence of tax incentives to promote physical activity,EN
WSH_DOMESTIC_WASTE_SAFELY_TREATED,SDG 6.3.1 Proportion of safely treated domestic wastewater flows (%),EN
ASSISTIVETECH_Q05,Availability of government/registered services for assistive technology,EN
NTD_YAWSNUM_CONF,Number of confirmed yaws cases reported,EN
vfull,Full immunization coverage among one-year-olds (%),EN
FINPROTECTION_IMP_P190_POP,Population pushed further below the $1.90 a day poverty line by household health expenditures (%),EN
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),EN
NCD_CCS_radio,General availability of radiotherapy in the public sector,EN
NCD_CCS_dilated_fundus,General availability of dilated fundus examination at the primary health care level,EN
HWF_0025,Medical doctors (%),EN
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),EN
Yth_curr_tob_use,Prevalence of current tobacco use among adolescents (%),EN
R_afford_cat,"Affordability – category of change 2010-2020 (Yes (less affordable), No (more affordable), No change).",EN
Yth_nonsmoked_age_grp,Age range of latest youth prevalence survey (nonsmoked),EN
NCD_CCS_SALT_TARGET,Existence of a national target on salt,EN
bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",EN
sevwast5,Severe wasting prevalence in children aged < 5 years (%),EN
NCD_CCS_BP_TARGET,Existence of a national target on blood pressure / hypertension,EN
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),EN
ASSISTIVETECH_Q03,Availability of public funding for assistive technology,EN
ASSISTIVETECH_PAYERSAT,Funding for assistive products (%),EN
Adult_svy_yr,Year of most recent survey of adults,EN
GASPTICIP,Number of isolates tested for ciprofloxacin,EN
Yth_curr_tob_smoking,Prevalence of current tobacco smoking among adolescents (%),EN
NCD_CCS_TEL_AML_COMBO,General availability of Fixed dose combination avail (telmisartan + amlodipine) in the public health sector,EN
PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%),EN
NCD_CCS_LIS_HYDRO_COMBO,General availability of Fixed dose combination avail (lisinopril + hydrochlorothiazide) in the public health sector,EN
R_admin_tax_stamps_other,"Tax stamps, fiscal marks, banderole or other types of marking are applied on other tobacco products",EN
MALARIA_IPTP3_COVERAGE,Pregnant women attending antenatal care  at least once and receiving at least 3 doses of Intermittent Preventive Treatment of Malaria for Pregnant Women (IPTp3) (%),EN
vmsl,Measles immunization coverage among one-year-olds (%),EN
AIR_75,Household air pollution attributable DALYs in children under 15 years,EN
HIV_0000000029,"Reported number of tests performed where results were received by a person (testing volume), reporting period",EN
MALARIA_PRES_CASES,Number of presumed malaria cases,EN
FINPROTECTION_IMP_NP_REL_LEVEL_SH,Total population pushed below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (%),EN
NCD_CCS_OvwtPlan,Existence of operational policy/strategy/action plan to reduce overweight/obesity,EN
Youth_survey_title,Title of most recent adolescent survey,EN
NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,EN
NCD_CCS_ComboInhaler,General availability of combination budesonide formoterol inhaler in the public health sector,EN
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",EN
NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,EN
NCD_CCS_DIAB_TARGET,Existence of a national target on diabetes,EN
NCD_CCS_DIET_SVY,"Has conducted a recent, national adult risk factor survey covering unhealthy diet",EN
fpsmowho,Demand for family planning satisfied - use of modern methods (%),EN
AIR_74,Household air pollution attributable deaths in children under 15 years,EN
GASPTIAZM,Number of isolates tested for azithromycin,EN
Adult_daily_cig_smoking,Prevalence of daily cigarette smoking among adults (%),EN
NCD_CCS_SALT_SVY,"Has conducted a recent, national adult risk factor survey covering salt/sodium intake",EN
ASSISTIVETECH_Q09,Existence of regulations/standards/guidelines/protocols on assistive technology,EN
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),EN
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),EN
FINPROTECTION_IMP_PREL_LEVEL_SH,Total population pushed  further  below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (%),EN
NCD_CCS_PA_GUIDELINES,Existence of national guidelines for physical activity,EN
E6a_pt_of_sale,Ban on advertising at point of sale,EN
FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)",EN
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),EN
Yth_curr_e-cig,Prevalence of current e-cigarette use among adolescents (%),EN
Adult_daily_tob_smoking,Prevalence of daily tobacco smoking among adults (%),EN
NCD_CCS_DIAB_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of diabetes,EN
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),EN
R_admin_duty_free_banned,Ban on sale of duty-free or excise-free cigarettes,EN
Youth_svy_national,Representativeness of most recent adolescent survey,EN
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),EN
R_min_price_policy,A minimum price policy is implemented,EN
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",EN
P_compl_p3,Compliance with smoke-free universities law (score),EN
vpolio,Polio immunization coverage among one-year-olds (%),EN
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),EN
E21a_direct_ad_fines,Law requires fines for violations of advertising bans,EN
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",EN
E_compl_e11,Compliance with ban on use of brand name of non-tobacco product for tobacco product (score),EN
NCD_CCS_foot_vibr,General availability of foot vibration perception by tuning fork at the primary health care level,EN
E21b_indirect_ad_fines,Law requires fines for violations of promotion and sponsorship bans,EN
IHRSPAR_CAPACITY04,Food Safety (SPAR),EN
vdpt,DTP3 immunization coverage among one-year-olds (%),EN
NCD_CCS_PRICE_SUBS,Existence of price subsidies for healthy foods,EN
NTD_LEPR13,New leprosy child case detection rate (less than 15 years of age) per 1 000 000 child population,EN
GASPTIESC,Number of isolates tested for extended-spectrum cephalosporins,EN
GASPTICRO,Number of isolates tested for ceftriaxone,EN
ASSISTIVETECH_USEPREVALENCE,Prevalence of use of assistive products (%),EN
Adult_daily_tob_use,Prevalence of daily tobacco use among adults (%),EN
Adult_svy_age_range,Age range of most recent survey of adults,EN
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),EN
SE_PRM_PRSL_ZS,Persistence to last grade of primary (% of cohort),EN
RADON_Q401_1,Existence of national radon action plan - Years covered,EN
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),EN
NCD_CCS_alteplase,General availability of alteplase for acute stroke management in the public health system,EN
Adult_nonsmoked_svy_yr,Year of latest adult prevalence survey (nonsmoked),EN
NCD_CCS_PA_GUIDELINES_ADULTS,Existence of national guidelines for physical activity for adults,EN
Adult_daily_e-cig,Prevalence of daily e-cigarette use among adults (%),EN
P_compl_all_sfe,Overall compliance with regulations on smoke-free environments (score),EN
GASPTICFM,Number of isolates tested for cefixime,EN
UHCTRANSFATS,Best-practice policy implemented for industrially produced trans-fatty acids (TFA) (Y/N),EN
